StudyID,RecordID,Virus,Virus.Order,Virus.Family,Virus.Genus,VirusSpecies,Bat_Name,HostFamily,HostGenus,HostSpecies,Genus_spp,N_Individuals,DetectionMethod,SampleType,N_Sample_Pos,N_Sample_Tested,SubsequentTest,Isolate,Sequence,Notes,FirstAuthor,Title,Year,Sampling_Notes,Year_Sampled,MeanYear,Source,N_spp,N_Bats,N_Killed,Prop_Killed,N_Samples,No_Novel_Viruses,N_Total_Viruses,ViralFamiliesTest,General_Notes,Full_Reference,DetMethCat,SampleCat,KillNum,SampPosNum,PrevPos
CA13,857,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,Pygmy Pipistrelle,Vespertilionidae,Pipistrellus,pygmaeus,Pipistrellus_pygmaeus,18,nRT-PCR,oropharyngeal swab,0,18,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
CA13,858,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,NA,Vespertilionidae,Pipistrellus,sp.,Pipistrellus_sp.,18,nRT-PCR,oropharyngeal swab,0,18,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
CA13,859,PAR1,Mononegavirales,Rhabdoviridae,Lyssavirus,Plecotus auritus rhabdovirus 1 (PAR1),Brown Big-eared Bat,Vespertilionidae,Plecotus,auritus,Plecotus_auritus,27,nRT-PCR,oropharyngeal swab,1,27,0,NA,1,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses; Plecotus auritus rhabdovirus 1 (PAR1),"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,1,0.037037037
CA13,860,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,Gray Big-eared Bat,Vespertilionidae,Plecotus,austriacus,Plecotus_austriacus,17,nRT-PCR,oropharyngeal swab,0,17,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
CA13,861,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,Mediterranean Horseshoe Bat,Rhinolophidae,Rhinolophus,euryale,Rhinolophus_euryale,88,nRT-PCR,oropharyngeal swab,0,88,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
CA13,862,RFR1,Mononegavirales,Rhabdoviridae,Lyssavirus,Rhinolophus ferrumequinum rhabdovirus 1 (RFR1),Greater Horseshoe Bat,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus_ferrumequinum,74,nRT-PCR,oropharyngeal swab,2,74,0,NA,1,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses; Rhinolophus ferrumequinum rhabdovirus 1 (RFR1),"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,1,0.027027027
CA13,863,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,Lesser Horseshoe Bat,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus_hipposideros,9,nRT-PCR,oropharyngeal swab,0,9,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
CA13,864,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,Mehely's Horseshoe Bat,Rhinolophidae,Rhinolophus,mehelyi,Rhinolophus_mehelyi,6,nRT-PCR,oropharyngeal swab,0,6,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
CA13,865,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Pan-rhabdovirus,European Free-tailed Bat,Molossidae,Tadarida,teniotis,Tadarida_teniotis,1,nRT-PCR,oropharyngeal swab,0,1,0,NA,0,DimLis PCR - able to detect most viruses included on a panel of 86 rhabdoviruses,"Aznar-Lopez, C",Detection of rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.,2013,"mist nets, oropharyngeal samples taken; released after sampling",2004-2010,2007,wild-caught,27,1488,0,0,1526,0,1,1,17 unique sequences detected; 81/86 strains IDed using new PCR assay ,"Aznar-Lopez, Carolina, Sonia Vazquez-Moron, Denise A. Marston, Javier Juste, Carlos Ibanez, Jose Miguel Berciano, Egoitz Salsamendi et al. ""Detection of Rhabdovirus viral RNA in oropharyngeal swabs and ectoparasites of Spanish bats.""_Journal of General Virology_94, no. Pt 1 (2013): 69-75.",Molecular,Saliva,0,0,0
BA13,866,AchPV1,Mononegavirales,Paramyxoviridae,Rubulavirus,Achimota virus 1,Straw-coloured Fruit Bat,Pteropodidae,Eidolon,helvum,Eidolon_helvum,229,SNT,serum,66,229,0,1,1,AchPV serum neutralization testing,"Baker, K","Novel, potentially zoonotic paramyxoviruses from the African straw-colored fruit bat Eidolon helvum.",2013,"urine samples collected underneath E. helvum roost; pole nets, blood samples taken, then bats released",2007 and 2010,2008,wild-caught,1,229,0,0,229,2,2,1,2 novel viruses found (AchPV1 and 2),"Baker, Kate S., Shawn Todd, Glenn A. Marsh, Gary Crameri, Jennifer Barr, Alexandra O. Kamins, Alison J. Peel et al. ""Novel, Potentially Zoonotic Paramyxoviruses from the African Straw-Colored Fruit Bat Eidolon helvum.""Journal of virology_87, no. 3 (2013): 1348-1358.",Serology,Blood,0,1,0.288209607
BA13,867,AchPV2,Mononegavirales,Paramyxoviridae,Rubulavirus,Achimota virus 2,Straw-coloured Fruit Bat,Pteropodidae,Eidolon,helvum,Eidolon_helvum,229,SNT,serum,18,229,0,1,1,AchPV serum neutralization testing,"Baker, K","Novel, potentially zoonotic paramyxoviruses from the African straw-colored fruit bat Eidolon helvum.",2013,"urine samples collected underneath E. helvum roost; pole nets, blood samples taken, then bats released",2007 and 2010,2008,wild-caught,1,229,0,0,229,2,2,1,2 novel viruses found (AchPV1 and 2),"Baker, Kate S., Shawn Todd, Glenn A. Marsh, Gary Crameri, Jennifer Barr, Alexandra O. Kamins, Alison J. Peel et al. ""Novel, Potentially Zoonotic Paramyxoviruses from the African Straw-Colored Fruit Bat Eidolon helvum.""Journal of virology_87, no. 3 (2013): 1348-1358.",Serology,Blood,0,1,0.07860262
KB12,868,NA,Mononegavirales,Paramyxoviridae,NA,Pan-paramyxovirus,Straw-coloured Fruit Bat,Pteropodidae,Eidolon,helvum,Eidolon_helvum,NA,RT-PCR,pooled urine,31,72,0,NA,1,two heminested RT-PCRs used: PMV-PCR (24 pos) and RMH-PCR (21 pos),"Baker, K",Co-circulation of diverse paramyxoviruses in an urban African fruit bat population.,2012,pooled urine samples collected from plastic sheeting,2010,2010,wild-caught,1,NA,0,0,72,0,1,1,used pooled roost samples,"Baker, Kate S., Shawn Todd, Glenn Marsh, Andres Fernandez-Loras, Richard Suu-Ire, James LN Wood, Lin-Fa Wang, Pablo R. Murcia, and Andrew A. Cunningham. ""Co-circulation of diverse paramyxoviruses in an urban African fruit bat population.""_Journal of General Virology_93, no. Pt 4 (2012): 850-856.",Molecular,Urine,0,1,0.430555556
AB13,869,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,79,VNT,serum,35,79,0,0,NA,comparative HeV-NiV titres not performed on these sera,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Serology,Blood,0,1,0.443037975
AB13,870,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,60,VNT,serum,0,60,0,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Serology,Blood,0,0,0
AB13,871,HenipaV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah and Hendra virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,60,VNT,serum,13,60,0,0,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Serology,Blood,0,1,0.216666667
AB13,872,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,64,Q-RT-PCR,blood,1,64,1,0,NA,HeV RNA found; tested negative for antibodies by VNT,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Blood,0,1,0.015625
AB13,873,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,64,Q-RT-PCR,urine,1,64,1,0,NA,tested negative by VNT,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Urine,0,1,0.015625
AB13,874,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,64,Q-RT-PCR,saliva,1,64,1,0,NA,tested negative by VNT,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Saliva,0,1,0.015625
AB13,875,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,15,Q-RT-PCR,blood,0,15,1,NA,NA,HeV RNA found; tested negative for antibodies by VNT,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Blood,0,0,0
AB13,876,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,15,Q-RT-PCR,urine,0,15,1,NA,NA,tested negative by VNT,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Urine,0,0,0
AB13,877,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,15,Q-RT-PCR,saliva,0,15,1,NA,NA,tested negative by VNT,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Saliva,0,0,0
AB13,878,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,Q-RT-PCR,blood,0,233,1,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Blood,0,0,0
AB13,879,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,Q-RT-PCR,urine,0,233,1,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Urine,0,0,0
AB13,880,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,Q-RT-PCR,saliva,0,233,1,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Saliva,0,0,0
AB13,881,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,Q-RT-PCR,blood,0,233,1,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Blood,0,0,0
AB13,882,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,Q-RT-PCR,urine,0,233,1,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Urine,0,0,0
AB13,883,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,Q-RT-PCR,saliva,0,233,1,NA,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Molecular,Saliva,0,0,0
AB13,884,HeV,Mononegavirales,Paramyxoviridae,Henipavirus,Hendra virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,VNT,serum,54,233,0,0,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Serology,Blood,0,1,0.231759657
AB13,885,NiV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah Virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,VNT,serum,10,233,0,0,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Serology,Blood,0,1,0.042918455
AB13,886,HenipaV,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah and Hendra virus,Spectacled Flying Fox,Pteropodidae,Pteropus,conspicillatus,Pteropus_conspicillatus,233,VNT,serum,89,233,0,0,NA,,"Breed, A",The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallace's Line a Barrier to Nipah Virus?,2013,"mist nets, anesthesia; blood samples, urine, saliva",2005,2005,wild-caught,10,497,0,0,NA,0,3,1,"Found evidence of non-HeV, non-NiV viruses; Total samples not explicitly stated","Breed, Andrew C., Joanne Meers, Indrawati Sendow, Katharine N. Bossart, Jennifer A. Barr, Ina Smith, Supaporn Wacharapluesadee, Linfa Wang, and Hume E. Field. ""The Distribution of Henipaviruses in Southeast Asia and Australasia: Is Wallaces Line a Barrier to Nipah Virus?.""_PloS one_8, no. 4 (2013): e61316.",Serology,Blood,0,1,0.381974249
